car_id,listed_date,city,brand,model,year,mileage_km,fuel_type,transmission,engine_l,owners_count,accident_history,condition,color,seller_type,service_records,warranty_months,price_sar
CR-70960,2026-06-13,Madinah,Chevrolet,Tahoe,2023,44621.0,Petrol,Automatic,6.2,3,1,Good,White,Private,1,24,166000
CR-70961,2026-07-27,Dammam,Kia,Cerato,2017,177313.0,Petrol,Automatic,2.0,1,0,Good,Silver,Dealer,1,6,30600
CR-70962,2026-07-08,,Kia,Sportage,2014,202391.0,Petrol,Manual,2.5,1,0,Good,Silver,Private,1,0,28000
CR-70963,2026-04-25,Makkah,Toyota,Hilux,2013,247143.0,Petrol,Automatic,2.4,2,0,Good,White,Private,0,0,27100
CR-70964,2026-05-05,Riyadh,Nissan,Patrol,2022,68044.0,Petrol,Automatic,4.0,3,0,Excellent,White,Auction,0,0,197600
CR-70965,2026-05-02,Tabuk,GMC,Yukon,2018,138002.0,Petrol,Automatic,6.2,1,0,Fair,White,Private,1,12,118300
CR-70966,2026-04-26,Khobar,BMW,5 Series,2021,113370.0,Hybrid,Automatic,3.0,4,0,Good,Black,Auction,0,12,133600
CR-70967,2026-05-07,Tabuk,Ford,Explorer,2020,97156.0,Petrol,Automatic,3.0,1,1,Good,White,Dealer,1,0,89400
CR-70968,2026-07-17,Abha,Honda,Accord,2024,48825.0,Hybrid,Automatic,1.5,1,0,Good,White,Dealer,1,12,96000
CR-70969,2026-06-01,Khobar,Toyota,Corolla,2022,98606.0,Petrol,Automatic,1.6,3,0,Good,Silver,Dealer,1,24,53900
CR-70970,2026-07-29,Madinah,Ford,Explorer,2015,208103.0,Petrol,Automatic,2.3,2,0,Excellent,Silver,Dealer,1,0,60000
CR-70971,2026-07-21,Riyadh,Chevrolet,Malibu,2022,99427.0,Petrol,Automatic,1.5,2,0,Excellent,Red,Auction,1,6,47400
CR-70972,2026-07-27,Makkah,Hyundai,Sonata,2023,74765.0,Petrol,Automatic,2.0,1,0,Excellent,White,Dealer,0,24,72900
CR-70973,2026-06-03,Makkah,Mazda,CX-5,2024,42062.0,Hybrid,Automatic,2.0,1,1,Fair,Brown,Dealer,1,24,82000
CR-70974,2026-07-04,Tabuk,Mercedes-Benz,E-Class,2021,121241.0,Hybrid,Automatic,3.0,2,0,Fair,White,Dealer,1,0,149800
CR-70975,2026-04-28,Jeddah,Ford,Explorer,2012,271441.0,Petrol,Automatic,3.0,2,1,Good,White,Auction,0,0,27700
CR-70976,2026-07-19,Riyadh,Ford,Explorer,2020,116188.0,Petrol,Automatic,2.3,2,0,Good,White,Private,1,24,101300
CR-70977,2026-06-09,Riyadh,Hyundai,Sonata,2023,59638.0,Petrol,Automatic,2.0,4,0,Good,White,Dealer,1,6,66100
CR-70978,2026-07-20,Madinah,Kia,Cerato,2022,100402.0,Petrol,Automatic,2.0,1,0,Good,White,Private,1,0,47900
CR-70979,2026-05-30,Makkah,GMC,Yukon,2015,198289.0,Petrol,Automatic,6.2,3,0,Good,Red,Dealer,0,24,82000
CR-70980,2026-07-08,Jeddah,Hyundai,Sonata,2023,68569.0,Petrol,Automatic,2.5,1,0,Good,White,Private,0,0,67100
CR-70981,2026-06-16,Riyadh,Chevrolet,Tahoe,2025,13067.0,Petrol,Automatic,5.3,2,0,Excellent,White,Private,0,6,264900
CR-70982,2026-05-26,Tabuk,Honda,Civic,2022,67813.0,Hybrid,Manual,2.0,1,0,Good,Silver,Dealer,1,0,54800
CR-70983,2026-06-11,Madinah,Toyota,Land Cruiser,2024,52031.0,Petrol,Automatic,3.5,1,0,Good,Silver,Private,1,0,269800
CR-70984,2026-04-09,Madinah,Kia,Sportage,2024,41134.0,Petrol,Automatic,1.6,1,1,Good,White,Dealer,1,0,75000
CR-70985,2026-07-11,Tabuk,Hyundai,Tucson,2022,71159.0,Hybrid,Automatic,2.5,1,0,Good,,Private,1,0,81200
CR-70986,2026-06-09,Dammam,Honda,Civic,2023,66144.0,Hybrid,Automatic,2.0,1,0,Good,Black,Dealer,0,0,63400
CR-70987,2026-04-28,Jeddah,BMW,5 Series,2014,232939.0,Petrol,Automatic,,2,0,Good,Black,Dealer,0,6,64300
CR-70988,2026-07-29,Makkah,Honda,Accord,2013,217664.0,Petrol,Automatic,2.0,2,0,Good,Gray,Private,1,24,26100
CR-70989,2026-04-13,Jeddah,GMC,Yukon,2025,26819.0,Hybrid,Automatic,6.2,1,0,Excellent,White,Dealer,1,12,337500
CR-70990,2026-06-18,Jeddah,Nissan,Altima,2012,254191.0,Petrol,Automatic,2.0,1,0,Good,White,Dealer,1,12,19500
CR-70991,2026-05-27,Tabuk,Mercedes-Benz,E-Class,2015,201859.0,Petrol,Automatic,2.0,1,0,Fair,Silver,Private,1,6,69800
CR-70992,2026-05-17,Makkah,Nissan,Altima,2021,85185.0,Petrol,Automatic,2.5,1,0,Good,Silver,Private,1,0,52500
CR-70993,2026-04-21,,Hyundai,Elantra,2014,243122.0,Petrol,Automatic,1.6,2,0,Good,Gray,Dealer,1,0,18000
CR-70994,2026-06-03,Abha,Hyundai,Tucson,2014,238230.0,Petrol,Automatic,1.6,3,0,Good,Black,Dealer,1,0,23200
CR-70995,2026-06-22,Dammam,Toyota,Camry,2018,154832.0,Petrol,Manual,2.5,2,0,Good,White,Private,0,0,43600
CR-70996,2026-06-01,Madinah,Toyota,Camry,2024,60196.0,Petrol,Automatic,2.0,3,0,Good,Black,Private,1,0,94300
CR-70997,2026-04-11,Khobar,Hyundai,Tucson,2024,46703.0,Hybrid,Automatic,2.0,2,0,Excellent,White,Dealer,0,24,101700
CR-70998,2026-07-14,Jeddah,Nissan,Patrol,2020,109594.0,Petrol,Automatic,4.0,2,0,Excellent,Black,Dealer,1,12,189800
CR-70999,2026-05-13,Makkah,Nissan,Altima,2018,174578.0,Hybrid,Manual,2.5,2,0,Good,White,Private,1,0,30900
